gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tps_SF_HD_Md_Re1,Tps_SF_HD_Md_Re2,Tps_SF_HD_Md_Re3,Tps_SF_LG_Md_Re1,Tps_SF_LG_Md_Re2,Tps_SF_LG_Md_Re3,Tps_SF_RT_Md_Re1,Tps_SF_RT_Md_Re2,Tps_SF_RT_Md_Re3,Tps_SF_WB_Md_Re1,Tps_SF_WB_Md_Re2,Tps_SF_WB_Md_Re3,Tps_SM_HD_Md_Re1,Tps_SM_HD_Md_Re2,Tps_SM_HD_Md_Re3,Tps_SM_LG_Md_Re1,Tps_SM_LG_Md_Re2,Tps_SM_LG_Md_Re3,Tps_SM_RT_Md_Re1,Tps_SM_RT_Md_Re2,Tps_SM_RT_Md_Re3,Tps_SM_WB_Md_Re1,Tps_SM_WB_Md_Re2,Tps_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPS_00011,552,HOG_2072,1_Tps_b3v08_scaf000022,451974,0.0296712653317803,A,A,0,3,1,1,1,4,26,9,21,1,1,2,3,2,5,0,0,0,152,222,264,10,19,7,lg6,9480137,NO,lg6
TPS_00012,1470,HOG_19267,1_Tps_b3v08_scaf000022,451974,0.0296712653317803,A,A,101,94,93,171,212,131,239,103,97,75,74,156,176,193,117,301,349,196,121,49,44,64,169,184,lg6,9496401,NO,lg6
TPS_00013,5150,NA,1_Tps_b3v08_scaf000022,451974,0.0296712653317803,A,A,1165,945,974,374,341,940,40,59,19,209,81,169,1492,1347,1339,726,366,473,386,265,243,769,435,652,lg6,9510977,NO,lg6
TPS_00014,630,HOG_24303,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,0,1,4,4,6,6,51,18,32,14,19,18,5,3,1,1,3,6,37,39,48,2,4,6,lg11,39733511,NO,lg11
TPS_00015,873,HOG_23040,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,10,5,12,5,1,10,51,35,41,19,16,14,22,14,12,10,9,8,63,48,52,21,12,19,lg11,39715765,NO,lg11
TPS_00016,831,HOG_20031,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,50,45,52,22,37,60,417,354,479,80,76,83,67,61,48,59,33,29,310,349,455,58,88,75,lg11,39706096,NO,lg11
TPS_00017,1944,HOG_14783,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,56,62,67,66,107,69,176,159,265,71,26,75,87,69,81,153,84,98,88,142,104,32,74,77,lg11,39699828,NO,lg11
TPS_00018,9404,NA,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,1934,1922,2869,2726,2409,3098,891,942,942,1367,729,1031,2866,3494,2030,3941,2094,1955,1344,1853,1766,2904,1284,2284,lg11,39667284,NO,lg11
TPS_00019,2685,NA,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,3,2,8,2,2,8,0,2,2,177,132,93,3,5,1,3,4,2,0,1,2,217,60,3,lg11,39621405,NO,lg11
TPS_00020,6213,NA,1_Tps_b3v08_scaf000030,424374,0.0387303201984028,A,A,26,13,35,44,33,52,19,17,22,328,238,180,24,40,26,57,29,22,30,27,31,357,137,26,lg11,39571346,NO,lg11
TPS_00021,1212,HOG_23596,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,9,9,20,4,3,29,54,43,36,54,58,44,17,17,12,9,3,3,24,36,27,19,39,14,lg6,46294700,NO,lg6
TPS_00022,1317,HOG_19309,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,1,2,2,2,1,1,13,13,18,16,7,10,0,0,0,1,0,3,120,189,190,15,25,7,lg6,46289135,NO,lg6
TPS_00023,447,HOG_23340,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,119,172,172,124,111,267,146,105,121,100,81,69,167,212,136,173,101,89,252,347,358,107,102,103,lg6,46280232,NO,lg6
TPS_00024,6734,NA,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,425,383,405,435,437,514,1417,1258,1349,549,229,390,721,649,611,933,644,600,1410,1984,2401,585,509,617,lg6,46271796,NO,lg6
TPS_00025,5376,HOG_17020,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,328,279,349,278,312,386,717,577,832,265,175,236,450,413,429,395,347,460,623,818,1052,343,296,291,lg6,46250665,NO,lg6
TPS_00026,11922,NA,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,318,348,688,361,391,698,297,235,378,485,325,321,549,659,405,545,374,371,276,317,316,583,826,211,lg6,46181562,NO,lg6
TPS_00027,5783,NA,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,29,25,44,25,37,45,128,116,122,244,246,149,60,67,42,54,49,53,272,415,369,146,124,54,lg6,46073734,NO,lg6
TPS_00028,1449,HOG_16980,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,64,45,63,43,63,35,265,229,278,47,40,66,88,54,79,67,44,51,408,611,629,67,83,75,lg6,45993894,NO,lg6
TPS_00029,1881,HOG_14650,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,289,247,236,125,129,344,651,753,518,1014,1040,1446,209,163,138,85,78,82,2208,1398,1726,504,701,788,lg6,45955338,NO,lg6
TPS_00030,5705,NA,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,318,260,287,261,270,332,1188,944,1126,215,219,241,317,409,357,372,368,359,533,716,818,275,280,214,lg6,45928505,NO,lg6
TPS_00031,1857,HOG_3206,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,97,68,102,74,90,127,289,222,286,138,118,177,153,117,112,146,108,129,880,1219,1418,109,236,136,lg6,45880137,NO,lg6
TPS_00032,2604,HOG_4178,1_Tps_b3v08_scaf000007,570577,0.0293216096721139,A,A,17613,19627,42167,30079,23676,54744,8141,7822,7805,28456,14494,26782,40678,41956,15199,33228,14300,12623,4781,5025,3021,28150,31775,72190,lg6,45757116,NO,lg6
TPS_00033,3348,HOG_22632,1_Tps_b3v08_scaf001639,109772,0.0361126089772565,A,A,261,195,268,194,210,349,591,480,527,358,400,474,345,450,362,297,334,255,1162,1494,1638,331,422,297,lg8,52043828,NO,lg8
TPS_00034,684,NA,1_Tps_b3v08_scaf001639,109772,0.0361126089772565,A,A,1,0,1,0,0,1,1,1,2,2,1,3,4,1,1,1,2,0,16,5,4,4,3,2,lg8,52062452,NO,lg8
TPS_00035,14858,HOG_4423,1_Tps_b3v08_scaf001639,109772,0.0361126089772565,A,A,406,397,429,466,423,431,848,802,1159,560,126,223,589,559,615,563,495,572,676,873,1000,366,300,289,lg8,52088335,NO,lg8
TPS_00036,801,NA,1_Tps_b3v08_scaf001639,109772,0.0361126089772565,A,A,136,107,131,91,93,127,821,702,780,82,118,108,164,181,157,135,153,129,386,476,521,105,138,203,lg8,52115888,NO,lg8
TPS_00037,1056,NA,1_Tps_b3v08_scaf001639,109772,0.0361126089772565,A,A,48,39,32,8,18,44,155,84,134,151,205,159,33,23,27,12,13,12,73,92,71,31,63,36,lg8,52135862,NO,lg8
TPS_00038,246,NA,1_Tps_b3v08_scaf001639,109772,0.0361126089772565,A,A,23,33,23,10,15,34,92,96,94,137,99,113,22,17,13,9,7,6,49,62,39,25,69,27,lg8,52144067,NO,lg8
TPS_00039,3084,HOG_23120,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,477,431,517,402,468,673,795,811,785,526,533,419,619,711,556,569,493,459,603,692,603,330,494,462,lg11,43069457,NO,lg11
TPS_00040,3267,HOG_19580,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,195,149,197,189,191,212,1258,1019,1247,244,223,221,208,221,214,212,223,215,784,874,997,198,157,198,lg11,43090839,NO,lg11
TPS_00041,1077,HOG_18487,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,32,29,46,30,41,71,117,89,88,61,55,63,56,37,35,40,33,27,54,59,66,31,31,37,lg11,43096938,NO,lg11
TPS_00042,3686,NA,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,388,311,400,375,420,467,1396,1175,1305,452,426,413,462,561,431,514,449,449,751,932,1025,501,362,509,lg11,43122465,NO,lg11
TPS_00043,1014,HOG_21378,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,79,62,78,77,66,93,390,322,380,85,69,120,108,117,109,121,103,88,345,465,504,90,98,101,lg11,43129602,NO,lg11
TPS_00044,4899,HOG_21097,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,1425,1308,1500,1378,1543,1643,2763,2498,2612,2613,1109,1918,2235,2422,2198,2187,2292,2089,2423,2789,2840,3009,2863,2285,lg11,43139831,NO,lg11
TPS_00045,1311,HOG_18925,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,335,329,247,96,129,360,3508,3071,3392,1058,1215,816,285,428,347,82,86,80,691,950,843,493,513,438,lg11,43151749,NO,lg11
TPS_00046,903,HOG_20939,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,49,49,72,57,57,81,230,169,169,129,90,144,121,105,73,118,70,57,101,106,98,85,89,99,lg11,43181759,NO,lg11
TPS_00047,2145,NA,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,553,433,387,265,280,544,3701,1947,2591,656,589,549,975,761,698,645,585,413,1414,1550,1066,491,849,457,lg11,43250546,NO,lg11
TPS_00048,756,NA,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,9,8,10,5,11,9,38,26,20,14,8,8,7,15,11,16,16,15,34,44,56,13,8,7,lg11,43255321,NO,lg11
TPS_00049,3382,HOG_6534,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,36,26,52,30,31,59,358,232,325,74,136,100,62,63,46,60,45,56,493,536,506,65,137,52,lg11,43281845,NO,lg11
TPS_00050,1455,NA,1_Tps_b3v08_scaf000143,281759,0.0209184637727528,A,A,144,115,191,118,134,237,280,171,226,289,321,255,215,227,195,176,202,189,269,280,286,204,228,175,lg11,43311223,NO,lg11
TPS_00051,10857,NA,1_Tps_b3v08_scaf000395,209186,0.0549261312541123,A,A,32,12,21,11,11,28,17,4,4,4192,584,1750,81,58,50,25,12,14,1252,1282,1495,2214,6489,1232,lg6,44666654,NO,lg6
TPS_00052,852,NA,1_Tps_b3v08_scaf000395,209186,0.0549261312541123,A,A,0,0,0,0,0,0,0,0,0,176,16,69,1,1,0,0,0,0,14,17,32,80,37,19,lg6,44722375,NO,lg6
TPS_00053,4607,NA,1_Tps_b3v08_scaf000395,209186,0.0549261312541123,A,A,0,0,0,0,0,0,0,0,0,645,84,146,0,1,0,0,0,0,1,4,1,254,203,2,lg6,44744916,NO,lg6
TPS_00054,1614,NA,1_Tps_b3v08_scaf000395,209186,0.0549261312541123,A,A,0,0,0,0,0,0,0,0,0,129,17,37,0,0,0,0,0,0,2,5,13,43,51,3,lg6,44774702,NO,lg6
TPS_00055,2346,NA,1_Tps_b3v08_scaf000395,209186,0.0549261312541123,A,A,0,0,0,0,0,0,0,0,0,190,24,64,0,0,0,0,0,0,4,11,15,56,64,1,lg6,44790885,NO,lg6
TPS_00056,2574,NA,1_Tps_b3v08_scaf000395,209186,0.0549261312541123,A,A,0,0,0,0,0,0,1,0,0,721,71,329,2,6,0,0,0,0,38,56,102,844,53,231,lg6,44816867,NO,lg6
TPS_00057,3836,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,346,277,302,235,272,380,652,650,630,709,498,612,433,350,351,418,292,293,1154,1039,1274,561,562,590,lg10,18482832,NO,lg10
TPS_00058,516,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,140,163,187,7,13,6,lg10,18400051,NO,lg10
TPS_00059,1686,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,32,26,9,12,4,lg10,18390835,NO,lg10
TPS_00060,483,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,9,16,8,6,0,lg10,18374683,NO,lg10
TPS_00061,10815,HOG_16878,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,57,5,10,50,21,13,163,57,57,56,45,384,14,25,22,30,73,40,2161,2629,3160,506,490,81,lg10,18344777,NO,lg10
TPS_00062,1578,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,130,112,154,168,136,202,594,438,597,176,151,191,126,132,167,174,182,167,1130,1439,1644,195,114,162,lg10,18321802,NO,lg10
TPS_00063,903,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,7,6,12,8,11,17,93,55,82,23,10,14,11,11,19,6,13,8,92,157,182,10,24,15,lg10,18301648,NO,lg10
TPS_00064,4678,NA,1_Tps_b3v08_scaf000098,313262,0.0330435284789433,A,A,1542,1353,1771,1504,1649,2127,6826,6860,7039,1548,1456,1552,2078,2075,1864,1816,1693,1722,3836,4621,5063,965,1806,1655,lg10,18216631,NO,lg10
TPS_00065,345,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,0,0,0,0,0,0,7,3,4,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,lg6,37485310,NO,lg6
TPS_00066,1767,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,2,1,1,4,3,2,5,1,1,4,2,16,4,5,1,0,2,1,6,5,1,2,1,0,lg6,37458466,NO,lg6
TPS_00067,261,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,0,0,1,0,1,0,3,0,1,2,0,4,1,1,0,0,2,0,1,0,1,1,2,1,lg6,37444483,NO,lg6
TPS_00068,1248,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,13,11,8,1,7,15,18,32,27,25,25,11,15,17,16,12,7,5,28,31,27,22,24,14,lg6,37311460,NO,lg6
TPS_00069,4724,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,269,178,327,371,390,384,839,740,799,248,188,307,352,529,268,527,469,318,700,841,914,281,908,326,lg6,37285488,NO,lg6
TPS_00070,807,HOG_22194,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,18,20,31,20,10,39,27,26,35,45,48,51,20,23,11,16,14,9,13,15,13,40,24,36,lg6,37274197,NO,lg6
TPS_00071,926,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,4740,3864,4180,3920,5102,5295,27268,22960,26539,7914,10676,8568,4269,5144,4840,4021,5712,6131,6031,6713,7976,3287,5944,7641,lg6,37252249,NO,lg6
TPS_00072,3909,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,52,45,54,49,51,52,265,179,252,16,24,15,110,103,107,67,67,57,2410,3488,4453,246,275,225,lg6,37225639,NO,lg6
TPS_00073,6413,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,907,782,978,857,1030,1102,4290,4345,4422,1588,1044,1294,1315,1209,1092,1411,1265,1244,2276,2753,3259,1150,1319,1192,lg6,37184496,NO,lg6
TPS_00074,2626,HOG_23187,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,189,185,279,199,189,343,545,611,514,602,431,564,412,346,283,317,178,191,543,723,625,346,598,392,lg6,37132250,NO,lg6
TPS_00075,1623,NA,1_Tps_b3v08_scaf000033,413107,0.0393974750850079,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,1164,1672,23,49,13,lg6,37112892,NO,lg6
TPS_00076,3704,HOG_4189,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,138,139,227,165,202,327,547,374,399,534,565,482,256,291,213,276,184,177,351,430,422,362,399,268,lg8,68881546,NO,lg8
TPS_00077,954,HOG_22563,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,1001,1088,1450,1364,1194,1942,513,446,440,974,364,768,1750,2194,872,2436,979,868,485,369,378,940,761,1448,lg8,68848503,NO,lg8
TPS_00078,5724,NA,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,13595,11188,12598,10725,11690,15658,33125,33505,26732,27930,24748,29182,15441,17013,14409,13696,14264,14412,26586,31538,31960,12812,23765,24125,lg8,68823136,NO,lg8
TPS_00079,606,HOG_2312,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,63,66,56,51,70,77,286,295,236,183,222,256,77,76,76,98,64,50,252,258,274,106,106,91,lg8,68781347,NO,lg8
TPS_00080,1461,HOG_17263,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,120,124,139,120,139,161,618,433,507,185,253,249,157,177,156,146,158,116,1358,1369,1769,164,192,205,lg8,68773426,NO,lg8
TPS_00081,672,NA,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,87,71,99,65,74,136,178,175,189,65,106,95,94,107,85,84,72,71,174,277,264,60,62,89,lg8,68765885,NO,lg8
TPS_00082,606,HOG_1318,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,99,83,89,72,93,114,190,188,201,67,99,112,76,106,114,91,104,96,169,287,342,65,70,84,lg8,68763824,NO,lg8
TPS_00083,3090,HOG_3880,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,2,3,4,1,4,3,27,20,30,24,26,18,0,3,1,0,0,1,48,70,68,8,10,2,lg8,68744126,NO,lg8
TPS_00084,675,HOG_21873,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,30,18,33,31,29,41,132,125,149,30,25,37,23,33,21,27,22,17,71,109,113,12,19,10,lg8,68725338,NO,lg8
TPS_00085,2682,HOG_10895,1_Tps_b3v08_scaf000286,233056,0.0329527838938608,A,A,191,213,331,198,221,428,348,447,424,663,596,642,348,357,235,241,214,213,298,473,251,395,771,509,lg8,68677558,NO,lg8
TPS_00086,3171,HOG_5603,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,204,168,214,154,163,242,170,128,202,374,148,282,303,278,219,193,175,180,2031,2828,3287,650,699,497,lg6,46876956,NO,lg6
TPS_00087,1314,NA,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,3,5,3,3,2,6,119,95,48,126,233,201,6,5,4,3,4,2,112,101,73,8,31,24,lg6,46841534,NO,lg6
TPS_00088,1828,HOG_16844,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,262,213,329,278,254,466,622,533,585,335,330,430,367,475,348,299,316,251,1336,1695,1934,296,481,543,lg6,46797756,NO,lg6
TPS_00089,2572,NA,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,198,189,213,198,233,256,351,333,317,202,172,213,249,282,282,249,270,285,518,626,684,183,299,304,lg6,46790816,NO,lg6
TPS_00090,4491,NA,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,32,15,25,11,20,31,202,170,200,45,68,99,19,38,34,20,18,15,656,1050,1311,58,67,69,lg6,46753867,NO,lg6
TPS_00091,1353,HOG_20004,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,2,1,4,1,3,5,25,25,32,22,23,21,7,8,12,3,6,13,15,24,22,20,15,7,lg6,46625484,NO,lg6
TPS_00092,486,NA,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,4,0,3,2,0,4,8,8,10,0,1,1,1,3,5,1,2,1,12,25,14,1,2,1,lg6,46602285,NO,lg6
TPS_00093,1584,HOG_19484,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,118,114,106,97,112,142,532,494,526,143,108,143,133,170,137,187,109,120,356,369,419,157,134,229,lg6,46579718,NO,lg6
TPS_00094,15055,HOG_23734,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,559,462,589,583,564,603,1045,1015,1153,728,444,505,721,743,764,752,696,713,1130,1375,1657,770,527,481,lg6,46534798,NO,lg6
TPS_00095,1236,HOG_18682,1_Tps_b3v08_scaf000013,487925,0.029933301377825,A,A,1,6,5,0,0,15,1,6,1,2,5,3,4,10,5,1,0,0,7,12,13,3,7,2,lg6,46446624,NO,lg6
TPS_00096,717,NA,1_Tps_b3v08_scaf001107,134491,0.0192660326767132,A,A,25,26,25,24,52,42,1,2,0,79,117,58,84,96,36,42,46,50,47,41,12,53,167,110,lg6,31949849,NO,lg6
TPS_00097,6227,NA,1_Tps_b3v08_scaf001107,134491,0.0192660326767132,A,A,1255,874,716,1035,1330,930,34,28,17,1299,1915,1093,2616,2207,1229,1258,1484,1501,1700,1350,688,2537,2788,2936,lg6,31917129,NO,lg6
TPS_00098,7309,NA,1_Tps_b3v08_scaf001107,134491,0.0192660326767132,A,A,478,409,541,452,480,623,1765,1409,1750,497,550,488,665,739,598,644,614,564,1785,1911,2023,537,518,510,lg6,31877721,NO,lg6
TPS_00099,428,NA,1_Tps_b3v08_scaf001107,134491,0.0192660326767132,A,A,3,1,12,0,0,12,0,0,0,10,0,0,45,6,5,0,0,0,0,0,0,11,15,3,lg6,31850934,NO,lg6
TPS_00100,2232,NA,1_Tps_b3v08_scaf001107,134491,0.0192660326767132,A,A,86,50,213,0,2,304,0,0,0,101,2,15,492,156,74,0,0,0,3,0,5,93,257,89,lg6,31837110,NO,lg6
TPS_00101,1080,NA,1_Tps_b3v08_scaf001107,134491,0.0192660326767132,A,A,18,9,34,0,0,39,0,0,0,11,2,7,72,27,9,0,0,0,0,0,0,8,24,9,lg6,31824944,NO,lg6
TPS_00102,5460,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,58,60,65,39,41,69,186,141,168,63,42,77,114,92,99,92,58,61,321,497,650,96,99,69,lg3,101658305,NO,lg3
TPS_00103,2286,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,17,20,17,10,19,38,174,143,130,48,67,75,41,48,25,41,40,41,857,913,880,35,103,40,lg3,101611767,NO,lg3
TPS_00104,870,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,28,21,29,33,25,42,195,148,187,58,58,67,56,59,55,38,51,36,835,1055,1161,69,116,65,lg3,101588081,NO,lg3
TPS_00105,3672,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,83,76,127,78,76,139,157,112,155,564,406,330,133,147,91,112,77,84,254,252,249,379,448,114,lg3,101551039,NO,lg3
TPS_00106,600,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,54,50,49,58,71,45,71,41,57,71,33,29,61,71,60,66,35,47,60,81,72,57,74,75,lg3,101508458,NO,lg3
TPS_00107,414,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,42,38,47,45,41,57,29,31,40,38,33,28,43,42,34,46,38,42,63,55,55,21,76,54,lg3,101492067,NO,lg3
TPS_00108,1470,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,660,562,777,629,697,934,1582,1361,1423,672,656,738,797,1039,707,789,690,570,1325,1470,1922,676,580,930,lg3,101479991,NO,lg3
TPS_00109,588,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,68,47,71,68,68,104,54,38,56,71,43,79,94,77,70,71,64,69,87,93,99,69,102,87,lg3,101480254,NO,lg3
TPS_00110,1122,HOG_20961,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,6,8,9,2,2,7,34,20,22,22,25,19,13,14,9,8,10,5,130,111,165,9,41,16,lg3,101438064,NO,lg3
TPS_00111,1323,NA,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,109,115,110,110,120,180,506,447,562,105,111,101,99,148,154,105,132,127,195,270,314,93,103,104,lg3,101376181,NO,lg3
TPS_00112,459,HOG_3989,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,3137,3331,3689,2757,3225,4362,4931,4203,4671,3772,3244,3032,2990,5349,3212,3572,3635,2996,2322,2347,2291,3585,2812,5431,lg3,101386834,NO,lg3
TPS_00113,1026,HOG_23362,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,55,58,81,56,53,94,156,143,177,105,87,141,93,93,72,62,42,35,104,146,93,61,105,85,lg3,101336468,NO,lg3
TPS_00114,1911,HOG_3825,1_Tps_b3v08_scaf000011,516126,0.0368944493817789,A,A,91,46,68,56,65,70,314,257,304,135,108,156,76,51,81,83,68,65,937,1120,1173,111,117,140,lg3,101325036,NO,lg3
